shipping date (DateOrders),YEAR,Month,Day
1/6/2017 9:18:00 AM,2017,1,6
6/6/2017 5:14:00 PM,2017,6,6
9/6/2015 1:40:00 PM,2015,9,6
12/6/2015 1:01:00 PM,2015,12,6
3/7/2016 11:08:00 AM,2016,3,7
9/7/2017 12:59:00 PM,2017,9,7
2/8/2017 12:19:00 AM,2017,2,8
5/8/2016 1:51:00 PM,2016,5,8
7/9/2016 10:37:00 AM,2016,7,9
5/10/2017 11:24:00 AM,2017,5,10
8/10/2017 4:16:00 AM,2017,8,10
10/10/2015 2:45:00 AM,2015,10,10
11/10/2015 10:36:00 AM,2015,11,10
4/11/2016 1:32:00 PM,2016,4,11
4/11/2017 5:14:00 PM,2017,4,11
7/11/2017 1:52:00 AM,2017,7,11
4/12/2015 11:04:00 AM,2015,4,12
5/12/2017 9:08:00 AM,2017,5,12
8/12/2017 4:48:00 AM,2017,8,12
12/12/2016 10:34:00 AM,2016,12,12
3/13/2015 2:47:00 PM,2015,3,13
8/13/2016 12:55:00 PM,2016,8,13
11/13/2016 1:51:00 AM,2016,11,13
7/14/2015 5:35:00 PM,2015,7,14
8/14/2015 7:49:00 PM,2015,8,14
9/14/2017 9:23:00 AM,2017,9,14
10/14/2016 11:10:00 AM,2016,10,14
10/14/2017 9:47:00 AM,2017,10,14
3/15/2017 1:35:00 PM,2017,3,15
7/15/2017 4:13:00 PM,2017,7,15
8/16/2017 7:09:00 AM,2017,8,16
5/17/2017 5:10:00 PM,2017,5,17
3/18/2017 8:30:00 AM,2017,3,18
3/19/2016 5:15:00 PM,2016,3,19
4/19/2016 10:54:00 AM,2016,4,19
12/19/2015 9:29:00 AM,2015,12,19
2/20/2017 1:53:00 AM,2017,2,20
4/20/2016 3:59:00 PM,2016,4,20
7/20/2015 5:40:00 AM,2015,7,20
9/20/2017 12:48:00 PM,2017,9,20
5/21/2017 3:46:00 PM,2017,5,21
9/21/2015 8:28:00 PM,2015,9,21
11/21/2016 8:19:00 AM,2016,11,21
11/21/2016 11:39:00 AM,2016,11,21
8/22/2017 1:01:00 PM,2017,8,22
1/23/2018 2:54:00 PM,2018,1,23
2/23/2015 2:33:00 AM,2015,2,23
4/23/2017 4:51:00 PM,2017,4,23
9/23/2015 10:13:00 PM,2015,9,23
12/23/2017 5:55:00 PM,2017,12,23
5/24/2016 2:58:00 AM,2016,5,24
5/24/2017 2:17:00 AM,2017,5,24
2/25/2017 5:33:00 AM,2017,2,25
7/25/2017 2:17:00 PM,2017,7,25
1/26/2017 4:07:00 PM,2017,1,26
5/26/2015 4:31:00 AM,2015,5,26
6/26/2015 3:26:00 AM,2015,6,26
9/26/2016 10:09:00 AM,2016,9,26
11/26/2015 1:33:00 PM,2015,11,26
2/27/2016 4:34:00 PM,2016,2,27
4/27/2015 5:42:00 PM,2015,4,27
5/27/2016 8:08:00 PM,2016,5,27
9/27/2017 6:44:00 AM,2017,9,27
10/28/2015 12:32:00 PM,2015,10,28
1/29/2015 2:40:00 PM,2015,1,29
9/29/2015 2:51:00 PM,2015,9,29
1/30/2017 3:24:00 PM,2017,1,30
4/30/2015 12:00:00 AM,2015,4,30
3/31/2015 10:18:00 PM,2015,3,31
3/31/2017 12:57:00 AM,2017,3,31
3/31/2017 4:53:00 PM,2017,3,31
1/1/2016 4:08:00 PM,2016,1,1
1/1/2018 1:48:00 AM,2018,1,1
11/2/2016 8:57:00 PM,2016,11,2
5/3/2017 9:29:00 AM,2017,5,3
10/3/2017 2:11:00 PM,2017,10,3
11/3/2017 7:50:00 PM,2017,11,3
3/4/2016 12:48:00 AM,2016,3,4
10/4/2016 7:10:00 AM,2016,10,4
10/4/2017 12:52:00 AM,2017,10,4
1/5/2017 6:04:00 PM,2017,1,5
3/6/2016 5:21:00 AM,2016,3,6
4/6/2015 8:16:00 AM,2015,4,6
4/6/2017 6:28:00 PM,2017,4,6
4/6/2017 7:31:00 PM,2017,4,6
4/7/2015 12:33:00 PM,2015,4,7
8/8/2016 9:26:00 PM,2016,8,8
2/10/2016 9:51:00 PM,2016,2,10
5/10/2016 12:11:00 AM,2016,5,10
6/10/2016 8:38:00 PM,2016,6,10
9/10/2016 4:02:00 AM,2016,9,10
9/10/2017 7:49:00 PM,2017,9,10
1/11/2018 12:33:00 AM,2018,1,11
8/11/2017 7:15:00 AM,2017,8,11
9/11/2017 12:01:00 AM,2017,9,11
6/12/2016 4:05:00 PM,2016,6,12
10/12/2017 10:40:00 AM,2017,10,12
7/13/2016 12:27:00 AM,2016,7,13
2/14/2015 3:00:00 PM,2015,2,14
3/14/2015 5:09:00 AM,2015,3,14
11/14/2016 4:39:00 AM,2016,11,14
12/14/2017 10:29:00 PM,2017,12,14
5/15/2016 10:15:00 PM,2016,5,15
1/16/2017 1:03:00 AM,2017,1,16
1/16/2018 8:41:00 PM,2018,1,16
4/17/2016 4:04:00 AM,2016,4,17
4/18/2016 10:27:00 PM,2016,4,18
5/18/2016 4:59:00 PM,2016,5,18
5/18/2017 1:56:00 AM,2017,5,18
3/19/2016 1:24:00 PM,2016,3,19
9/19/2017 3:47:00 PM,2017,9,19
2/20/2017 1:27:00 PM,2017,2,20
3/20/2016 12:15:00 AM,2016,3,20
4/20/2015 5:16:00 AM,2015,4,20
11/20/2015 4:11:00 PM,2015,11,20
12/20/2015 12:49:00 AM,2015,12,20
6/21/2017 7:04:00 PM,2017,6,21
10/21/2017 9:57:00 AM,2017,10,21
1/22/2016 5:09:00 PM,2016,1,22
5/22/2016 11:48:00 AM,2016,5,22
6/22/2015 12:49:00 AM,2015,6,22
6/22/2017 2:46:00 AM,2017,6,22
8/22/2016 12:44:00 AM,2016,8,22
2/23/2017 8:58:00 PM,2017,2,23
3/23/2015 9:42:00 AM,2015,3,23
3/23/2017 6:50:00 PM,2017,3,23
4/24/2017 10:38:00 PM,2017,4,24
2/25/2016 5:16:00 PM,2016,2,25
8/25/2015 3:36:00 PM,2015,8,25
10/25/2015 8:47:00 PM,2015,10,25
10/25/2017 3:02:00 PM,2017,10,25
5/26/2015 8:23:00 AM,2015,5,26
1/27/2016 9:47:00 PM,2016,1,27
7/27/2015 11:00:00 PM,2015,7,27
10/27/2017 9:30:00 PM,2017,10,27
1/28/2017 7:42:00 AM,2017,1,28
3/28/2017 2:43:00 AM,2017,3,28
10/28/2015 2:07:00 PM,2015,10,28
3/29/2017 12:15:00 AM,2017,3,29
5/30/2016 3:39:00 AM,2016,5,30
10/30/2017 9:14:00 AM,2017,10,30
2/1/2017 4:11:00 AM,2017,2,1
10/1/2016 7:36:00 PM,2016,10,1
7/2/2016 11:03:00 PM,2016,7,2
2/3/2018 1:45:00 AM,2018,2,3
6/3/2015 10:23:00 PM,2015,6,3
10/3/2017 4:01:00 AM,2017,10,3
12/3/2016 3:13:00 AM,2016,12,3
9/4/2015 3:15:00 PM,2015,9,4
9/4/2017 2:39:00 AM,2017,9,4
10/4/2017 4:12:00 AM,2017,10,4
3/5/2016 3:10:00 PM,2016,3,5
12/5/2016 8:34:00 PM,2016,12,5
10/6/2016 4:58:00 PM,2016,10,6
3/7/2017 1:25:00 AM,2017,3,7
6/7/2015 11:10:00 AM,2015,6,7
11/8/2016 10:00:00 PM,2016,11,8
2/9/2016 4:04:00 PM,2016,2,9
3/9/2016 12:00:00 PM,2016,3,9
11/10/2017 8:21:00 AM,2017,11,10
3/11/2015 6:39:00 PM,2015,3,11
8/12/2016 11:16:00 AM,2016,8,12
8/12/2016 11:21:00 PM,2016,8,12
1/13/2015 1:18:00 PM,2015,1,13
1/13/2016 7:00:00 AM,2016,1,13
8/13/2017 10:24:00 AM,2017,8,13
1/15/2016 10:14:00 PM,2016,1,15
7/15/2016 5:31:00 AM,2016,7,15
8/15/2016 6:00:00 AM,2016,8,15
6/16/2015 5:07:00 PM,2015,6,16
11/16/2016 11:28:00 AM,2016,11,16
5/17/2016 11:02:00 AM,2016,5,17
8/17/2015 6:36:00 PM,2015,8,17
2/18/2017 12:55:00 PM,2017,2,18
4/18/2016 3:43:00 PM,2016,4,18
5/18/2017 5:11:00 PM,2017,5,18
7/18/2016 8:56:00 PM,2016,7,18
4/19/2016 5:07:00 AM,2016,4,19
8/19/2017 3:18:00 PM,2017,8,19
10/19/2016 6:26:00 AM,2016,10,19
2/20/2015 2:07:00 PM,2015,2,20
5/20/2016 8:56:00 AM,2016,5,20
11/20/2016 2:58:00 PM,2016,11,20
12/20/2015 10:11:00 AM,2015,12,20
8/21/2017 5:45:00 PM,2017,8,21
10/21/2016 7:19:00 AM,2016,10,21
3/22/2015 11:53:00 AM,2015,3,22
3/22/2016 7:58:00 AM,2016,3,22
8/22/2015 5:43:00 PM,2015,8,22
6/23/2017 5:18:00 PM,2017,6,23
9/23/2015 9:42:00 PM,2015,9,23
9/23/2017 7:01:00 AM,2017,9,23
10/26/2016 1:57:00 PM,2016,10,26
12/26/2017 4:00:00 PM,2017,12,26
9/27/2016 10:30:00 AM,2016,9,27
12/27/2015 1:15:00 AM,2015,12,27
2/29/2016 8:57:00 PM,2016,2,29
12/29/2015 8:15:00 AM,2015,12,29
1/30/2018 10:36:00 PM,2018,1,30
7/31/2015 7:14:00 AM,2015,7,31
8/31/2017 3:16:00 PM,2017,8,31
4/1/2016 5:55:00 PM,2016,4,1
9/1/2015 1:40:00 PM,2015,9,1
11/3/2015 10:00:00 PM,2015,11,3
7/4/2015 12:26:00 AM,2015,7,4
7/4/2017 3:48:00 AM,2017,7,4
8/4/2017 8:50:00 AM,2017,8,4
11/4/2015 1:30:00 AM,2015,11,4
11/4/2016 11:40:00 AM,2016,11,4
2/5/2016 2:35:00 AM,2016,2,5
4/5/2017 7:31:00 PM,2017,4,5
1/6/2016 8:19:00 AM,2016,1,6
7/6/2015 3:20:00 PM,2015,7,6
1/7/2018 6:47:00 PM,2018,1,7
7/7/2017 5:12:00 AM,2017,7,7
10/7/2017 4:01:00 AM,2017,10,7
12/7/2017 1:34:00 PM,2017,12,7
3/8/2015 10:20:00 PM,2015,3,8
7/8/2017 2:02:00 AM,2017,7,8
9/8/2017 5:01:00 PM,2017,9,8
4/10/2017 9:47:00 PM,2017,4,10
6/10/2015 2:08:00 PM,2015,6,10
10/10/2017 7:57:00 PM,2017,10,10
1/11/2016 12:37:00 PM,2016,1,11
8/11/2016 11:00:00 PM,2016,8,11
11/11/2016 10:15:00 AM,2016,11,11
1/12/2018 11:14:00 AM,2018,1,12
5/12/2016 2:11:00 PM,2016,5,12
1/13/2016 12:21:00 AM,2016,1,13
4/13/2017 4:52:00 PM,2017,4,13
11/13/2017 11:25:00 PM,2017,11,13
4/14/2016 3:01:00 AM,2016,4,14
5/14/2015 5:09:00 PM,2015,5,14
6/14/2017 11:32:00 AM,2017,6,14
10/14/2017 4:11:00 AM,2017,10,14
1/15/2017 2:17:00 AM,2017,1,15
3/15/2015 11:59:00 AM,2015,3,15
3/15/2015 12:41:00 PM,2015,3,15
3/15/2017 8:15:00 PM,2017,3,15
10/16/2017 5:19:00 PM,2017,10,16
6/17/2017 8:49:00 PM,2017,6,17
12/17/2017 2:52:00 AM,2017,12,17
1/18/2018 5:27:00 AM,2018,1,18
5/18/2015 4:01:00 AM,2015,5,18
6/18/2015 5:54:00 AM,2015,6,18
7/18/2016 7:32:00 PM,2016,7,18
5/19/2017 1:56:00 AM,2017,5,19
8/19/2016 3:17:00 PM,2016,8,19
9/19/2017 7:22:00 AM,2017,9,19
11/19/2017 3:47:00 AM,2017,11,19
12/19/2017 2:05:00 PM,2017,12,19
1/21/2017 11:44:00 AM,2017,1,21
8/21/2015 8:21:00 PM,2015,8,21
10/21/2015 7:02:00 PM,2015,10,21
7/22/2015 8:34:00 PM,2015,7,22
11/22/2016 3:30:00 PM,2016,11,22
9/23/2017 1:56:00 AM,2017,9,23
11/23/2016 11:02:00 PM,2016,11,23
3/24/2016 6:01:00 AM,2016,3,24
1/25/2018 11:08:00 PM,2018,1,25
5/25/2015 11:58:00 PM,2015,5,25
7/25/2017 3:46:00 AM,2017,7,25
10/25/2015 7:07:00 AM,2015,10,25
10/25/2016 10:01:00 PM,2016,10,25
2/26/2016 12:27:00 AM,2016,2,26
8/27/2017 3:49:00 PM,2017,8,27
9/27/2016 7:00:00 AM,2016,9,27
4/28/2015 5:16:00 PM,2015,4,28
1/29/2016 10:13:00 PM,2016,1,29
3/29/2017 8:19:00 AM,2017,3,29
5/30/2016 9:52:00 PM,2016,5,30
7/30/2015 10:55:00 AM,2015,7,30
8/30/2016 8:36:00 AM,2016,8,30
10/30/2015 10:05:00 AM,2015,10,30
10/31/2015 9:07:00 PM,2015,10,31
2/1/2016 2:52:00 PM,2016,2,1
6/1/2017 10:41:00 AM,2017,6,1
7/1/2016 8:47:00 PM,2016,7,1
7/2/2016 5:53:00 AM,2016,7,2
9/2/2017 6:57:00 PM,2017,9,2
1/3/2018 6:36:00 PM,2018,1,3
4/3/2016 1:48:00 AM,2016,4,3
11/3/2016 6:40:00 PM,2016,11,3
11/4/2017 8:37:00 PM,2017,11,4
7/5/2017 3:58:00 AM,2017,7,5
8/5/2016 12:30:00 PM,2016,8,5
11/5/2017 8:58:00 PM,2017,11,5
1/6/2018 6:57:00 PM,2018,1,6
4/6/2017 2:36:00 PM,2017,4,6
9/7/2015 10:09:00 AM,2015,9,7
11/7/2017 1:10:00 AM,2017,11,7
12/7/2017 7:42:00 PM,2017,12,7
5/8/2016 1:09:00 PM,2016,5,8
7/8/2015 7:48:00 AM,2015,7,8
4/9/2016 11:58:00 AM,2016,4,9
11/10/2017 9:50:00 PM,2017,11,10
3/11/2015 3:40:00 PM,2015,3,11
5/11/2017 7:17:00 PM,2017,5,11
6/11/2015 12:34:00 PM,2015,6,11
11/12/2017 10:43:00 PM,2017,11,12
1/14/2015 2:31:00 PM,2015,1,14
7/15/2015 2:53:00 AM,2015,7,15
9/15/2016 12:53:00 AM,2016,9,15
11/15/2015 6:18:00 PM,2015,11,15
7/16/2016 12:47:00 AM,2016,7,16
1/17/2016 5:15:00 AM,2016,1,17
6/17/2016 1:47:00 PM,2016,6,17
3/18/2017 11:50:00 AM,2017,3,18
3/19/2016 9:53:00 AM,2016,3,19
4/19/2015 8:15:00 AM,2015,4,19
7/19/2017 11:29:00 AM,2017,7,19
2/20/2017 10:28:00 AM,2017,2,20
12/20/2017 6:48:00 PM,2017,12,20
10/21/2015 10:16:00 PM,2015,10,21
5/22/2016 5:15:00 AM,2016,5,22
9/22/2017 10:57:00 PM,2017,9,22
5/23/2017 9:54:00 PM,2017,5,23
9/23/2017 3:31:00 AM,2017,9,23
11/23/2016 10:51:00 PM,2016,11,23
1/24/2016 11:27:00 PM,2016,1,24
1/24/2018 7:06:00 PM,2018,1,24
2/24/2017 12:28:00 AM,2017,2,24
7/24/2015 11:06:00 AM,2015,7,24
8/24/2016 6:36:00 PM,2016,8,24
9/24/2017 9:33:00 PM,2017,9,24
4/25/2015 7:12:00 AM,2015,4,25
7/25/2017 7:06:00 AM,2017,7,25
1/26/2017 11:28:00 PM,2017,1,26
12/26/2017 1:16:00 PM,2017,12,26
3/27/2015 6:48:00 PM,2015,3,27
8/27/2015 11:29:00 PM,2015,8,27
9/27/2016 5:15:00 AM,2016,9,27
12/27/2016 5:59:00 AM,2016,12,27
9/28/2015 5:08:00 PM,2015,9,28
3/29/2017 2:06:00 PM,2017,3,29
7/29/2015 8:07:00 AM,2015,7,29
7/29/2017 4:23:00 PM,2017,7,29
8/29/2016 10:42:00 AM,2016,8,29
8/29/2017 12:07:00 PM,2017,8,29
1/30/2015 6:26:00 AM,2015,1,30
12/31/2017 12:08:00 PM,2017,12,31
6/1/2017 7:05:00 PM,2017,6,1
10/1/2017 7:53:00 AM,2017,10,1
11/1/2016 7:28:00 PM,2016,11,1
11/2/2016 1:20:00 AM,2016,11,2
11/2/2017 4:04:00 PM,2017,11,2
5/4/2016 4:03:00 AM,2016,5,4
1/5/2015 2:48:00 AM,2015,1,5
1/5/2017 1:52:00 PM,2017,1,5
2/5/2015 1:16:00 PM,2015,2,5
6/5/2016 6:27:00 AM,2016,6,5
6/5/2017 11:38:00 PM,2017,6,5
11/5/2015 4:33:00 PM,2015,11,5
9/6/2017 6:30:00 AM,2017,9,6
1/7/2018 8:32:00 PM,2018,1,7
9/7/2016 12:01:00 AM,2016,9,7
9/7/2016 5:42:00 PM,2016,9,7
6/9/2016 2:35:00 AM,2016,6,9
3/12/2017 1:04:00 PM,2017,3,12
5/12/2017 6:51:00 AM,2017,5,12
12/12/2016 6:32:00 AM,2016,12,12
12/12/2016 7:04:00 AM,2016,12,12
3/14/2015 11:49:00 AM,2015,3,14
3/14/2017 4:55:00 PM,2017,3,14
5/14/2017 11:40:00 PM,2017,5,14
6/14/2015 4:04:00 PM,2015,6,14
9/14/2015 9:00:00 PM,2015,9,14
9/14/2017 1:09:00 PM,2017,9,14
10/14/2015 8:01:00 AM,2015,10,14
10/14/2016 7:50:00 AM,2016,10,14
10/14/2017 7:41:00 AM,2017,10,14
1/15/2018 11:03:00 AM,2018,1,15
6/15/2016 10:49:00 AM,2016,6,15
3/17/2017 2:12:00 AM,2017,3,17
1/18/2017 1:51:00 PM,2017,1,18
8/18/2017 4:36:00 AM,2017,8,18
10/18/2015 11:04:00 PM,2015,10,18
10/18/2016 11:47:00 PM,2016,10,18
11/18/2015 2:21:00 AM,2015,11,18
6/19/2017 11:58:00 PM,2017,6,19
10/19/2016 1:37:00 PM,2016,10,19
1/20/2017 11:13:00 AM,2017,1,20
5/20/2015 1:02:00 AM,2015,5,20
7/20/2017 6:14:00 AM,2017,7,20
1/22/2016 1:28:00 PM,2016,1,22
9/22/2017 7:16:00 PM,2017,9,22
11/22/2017 12:11:00 PM,2017,11,22
2/23/2017 6:16:00 AM,2017,2,23
5/23/2016 4:53:00 AM,2016,5,23
1/25/2017 2:16:00 PM,2017,1,25
1/26/2017 6:18:00 AM,2017,1,26
2/26/2015 7:06:00 AM,2015,2,26
2/26/2017 10:01:00 AM,2017,2,26
4/26/2016 4:08:00 PM,2016,4,26
5/26/2016 4:22:00 AM,2016,5,26
5/26/2016 5:46:00 AM,2016,5,26
5/26/2017 2:11:00 PM,2017,5,26
11/26/2015 1:07:00 AM,2015,11,26
11/26/2017 9:59:00 PM,2017,11,26
2/27/2017 9:19:00 PM,2017,2,27
1/28/2017 12:41:00 PM,2017,1,28
1/28/2018 9:02:00 PM,2018,1,28
9/28/2015 7:09:00 AM,2015,9,28
3/29/2015 9:15:00 PM,2015,3,29
10/29/2015 4:18:00 AM,2015,10,29
10/29/2017 12:34:00 PM,2017,10,29
12/29/2016 5:38:00 AM,2016,12,29
3/30/2015 4:52:00 PM,2015,3,30
3/30/2017 11:33:00 PM,2017,3,30
4/30/2016 12:28:00 PM,2016,4,30
4/30/2017 10:22:00 PM,2017,4,30
5/30/2016 12:04:00 PM,2016,5,30
7/30/2017 5:25:00 PM,2017,7,30
7/31/2016 11:59:00 AM,2016,7,31
12/31/2016 7:23:00 AM,2016,12,31
6/1/2015 11:21:00 AM,2015,6,1
9/1/2017 3:06:00 PM,2017,9,1
10/1/2015 11:21:00 AM,2015,10,1
1/2/2016 10:36:00 PM,2016,1,2
3/2/2016 6:30:00 PM,2016,3,2
6/2/2015 8:32:00 AM,2015,6,2
7/2/2015 8:19:00 AM,2015,7,2
9/2/2015 8:56:00 AM,2015,9,2
9/2/2017 8:32:00 PM,2017,9,2
3/3/2016 3:26:00 AM,2016,3,3
7/3/2016 12:28:00 AM,2016,7,3
9/3/2015 9:38:00 AM,2015,9,3
11/3/2015 5:26:00 PM,2015,11,3
2/4/2015 10:27:00 AM,2015,2,4
2/4/2018 7:47:00 PM,2018,2,4
7/4/2015 2:01:00 AM,2015,7,4
1/5/2016 4:55:00 AM,2016,1,5
8/5/2015 10:12:00 AM,2015,8,5
11/5/2017 11:14:00 PM,2017,11,5
1/6/2018 5:12:00 PM,2018,1,6
1/7/2017 8:05:00 AM,2017,1,7
8/8/2017 9:32:00 AM,2017,8,8
1/9/2017 10:00:00 PM,2017,1,9
2/9/2017 9:26:00 AM,2017,2,9
9/9/2015 2:27:00 AM,2015,9,9
8/10/2015 7:50:00 PM,2015,8,10
12/11/2015 1:16:00 AM,2015,12,11
10/12/2017 8:39:00 PM,2017,10,12
11/12/2015 2:27:00 PM,2015,11,12
1/13/2017 5:48:00 AM,2017,1,13
5/13/2017 12:59:00 PM,2017,5,13
1/14/2018 5:53:00 PM,2018,1,14
4/14/2016 2:56:00 PM,2016,4,14
1/15/2018 9:18:00 AM,2018,1,15
6/15/2017 9:26:00 AM,2017,6,15
3/17/2015 12:57:00 AM,2015,3,17
5/18/2017 11:45:00 AM,2017,5,18
2/19/2015 2:07:00 PM,2015,2,19
9/19/2017 11:56:00 AM,2017,9,19
3/21/2017 1:19:00 AM,2017,3,21
10/21/2016 3:48:00 AM,2016,10,21
1/23/2015 8:22:00 AM,2015,1,23
3/23/2015 11:06:00 AM,2015,3,23
10/23/2015 12:38:00 AM,2015,10,23
5/25/2017 7:42:00 AM,2017,5,25
3/26/2016 1:33:00 AM,2016,3,26
8/26/2015 7:01:00 AM,2015,8,26
8/27/2016 6:52:00 AM,2016,8,27
8/27/2017 3:38:00 PM,2017,8,27
9/27/2016 2:00:00 PM,2016,9,27
12/27/2015 1:31:00 PM,2015,12,27
4/28/2015 3:57:00 PM,2015,4,28
4/28/2015 9:44:00 PM,2015,4,28
4/28/2017 6:42:00 AM,2017,4,28
5/29/2016 1:33:00 AM,2016,5,29
7/29/2017 2:53:00 AM,2017,7,29
9/29/2015 1:06:00 PM,2015,9,29
9/29/2016 7:04:00 PM,2016,9,29
11/29/2017 12:26:00 AM,2017,11,29
3/30/2016 7:41:00 PM,2016,3,30
5/30/2015 1:38:00 PM,2015,5,30
10/30/2016 5:01:00 AM,2016,10,30
1/31/2018 12:31:00 AM,2018,1,31
8/31/2017 7:45:00 AM,2017,8,31
11/1/2017 4:57:00 PM,2017,11,1
9/2/2017 2:03:00 PM,2017,9,2
3/3/2016 1:35:00 PM,2016,3,3
11/3/2017 3:58:00 AM,2017,11,3
2/4/2015 6:52:00 PM,2015,2,4
3/4/2015 11:49:00 AM,2015,3,4
4/4/2016 4:42:00 PM,2016,4,4
10/4/2017 11:02:00 AM,2017,10,4
3/5/2016 12:48:00 AM,2016,3,5
10/6/2017 5:46:00 AM,2017,10,6
11/6/2017 8:05:00 PM,2017,11,6
12/6/2017 2:37:00 PM,2017,12,6
5/7/2017 4:30:00 PM,2017,5,7
9/7/2015 2:38:00 AM,2015,9,7
11/7/2017 7:50:00 AM,2017,11,7
2/8/2016 11:31:00 AM,2016,2,8
2/8/2017 8:07:00 PM,2017,2,8
3/9/2016 2:59:00 PM,2016,3,9
1/10/2015 5:20:00 PM,2015,1,10
1/11/2017 1:30:00 PM,2017,1,11
2/11/2015 1:05:00 PM,2015,2,11
7/11/2015 3:19:00 PM,2015,7,11
9/13/2015 4:12:00 AM,2015,9,13
11/13/2017 6:04:00 AM,2017,11,13
11/15/2016 4:49:00 AM,2016,11,15
1/16/2015 5:03:00 AM,2015,1,16
10/16/2017 7:09:00 AM,2017,10,16
4/17/2015 1:36:00 AM,2015,4,17
6/18/2015 3:10:00 PM,2015,6,18
6/18/2016 4:04:00 PM,2016,6,18
8/18/2016 1:21:00 PM,2016,8,18
4/20/2017 2:46:00 PM,2017,4,20
8/20/2015 7:28:00 PM,2015,8,20
8/21/2017 12:55:00 AM,2017,8,21
1/22/2018 5:58:00 AM,2018,1,22
1/22/2018 7:43:00 AM,2018,1,22
7/22/2016 11:07:00 AM,2016,7,22
4/23/2017 7:19:00 PM,2017,4,23
12/23/2017 9:52:00 AM,2017,12,23
3/24/2015 1:59:00 AM,2015,3,24
5/24/2017 7:11:00 PM,2017,5,24
12/24/2016 9:30:00 AM,2016,12,24
7/25/2016 2:26:00 PM,2016,7,25
11/25/2017 9:17:00 PM,2017,11,25
3/27/2016 2:05:00 PM,2016,3,27
11/27/2015 10:13:00 AM,2015,11,27
11/27/2017 9:54:00 AM,2017,11,27
2/28/2016 1:10:00 AM,2016,2,28
4/28/2016 8:36:00 AM,2016,4,28
11/28/2017 7:11:00 PM,2017,11,28
12/28/2016 3:21:00 AM,2016,12,28
1/29/2016 3:02:00 PM,2016,1,29
1/29/2016 4:47:00 PM,2016,1,29
3/29/2016 2:46:00 AM,2016,3,29
7/29/2017 8:29:00 AM,2017,7,29
7/30/2017 3:30:00 PM,2017,7,30
1/31/2018 7:11:00 AM,2018,1,31
3/31/2015 9:30:00 AM,2015,3,31
5/31/2016 4:32:00 AM,2016,5,31
5/31/2016 3:13:00 PM,2016,5,31
5/1/2016 6:56:00 PM,2016,5,1
8/1/2016 3:45:00 AM,2016,8,1
1/2/2016 2:59:00 AM,2016,1,2
4/2/2015 11:42:00 PM,2015,4,2
5/2/2017 5:33:00 PM,2017,5,2
10/2/2015 7:45:00 PM,2015,10,2
10/3/2016 2:04:00 PM,2016,10,3
12/3/2017 6:08:00 PM,2017,12,3
2/4/2017 7:15:00 PM,2017,2,4
3/4/2016 3:36:00 PM,2016,3,4
7/4/2017 12:07:00 AM,2017,7,4
12/4/2015 10:29:00 PM,2015,12,4
12/4/2016 6:12:00 AM,2016,12,4
7/5/2015 11:08:00 AM,2015,7,5
1/6/2018 5:54:00 PM,2018,1,6
10/6/2015 10:02:00 PM,2015,10,6
12/6/2015 7:45:00 AM,2015,12,6
10/7/2016 2:10:00 PM,2016,10,7
3/8/2016 12:53:00 PM,2016,3,8
11/8/2017 9:40:00 PM,2017,11,8
4/9/2016 11:10:00 PM,2016,4,9
6/9/2017 7:47:00 PM,2017,6,9
10/9/2016 5:03:00 AM,2016,10,9
10/9/2017 5:51:00 PM,2017,10,9
1/10/2015 4:59:00 PM,2015,1,10
3/10/2016 4:39:00 AM,2016,3,10
7/10/2015 2:48:00 PM,2015,7,10
8/10/2016 10:34:00 AM,2016,8,10
11/10/2015 1:50:00 AM,2015,11,10
7/11/2015 1:13:00 PM,2015,7,11
8/11/2015 6:00:00 AM,2015,8,11
10/11/2016 3:44:00 PM,2016,10,11
10/11/2017 10:03:00 PM,2017,10,11
1/12/2015 5:04:00 AM,2015,1,12
4/13/2015 3:00:00 PM,2015,4,13
12/14/2017 5:09:00 AM,2017,12,14
3/15/2015 12:04:00 AM,2015,3,15
6/15/2016 6:58:00 AM,2016,6,15
9/15/2015 1:55:00 AM,2015,9,15
6/16/2015 11:41:00 AM,2015,6,16
1/17/2018 12:17:00 PM,2018,1,17
11/17/2016 6:24:00 AM,2016,11,17
11/17/2017 4:55:00 PM,2017,11,17
2/18/2017 4:15:00 PM,2017,2,18
5/20/2015 5:14:00 AM,2015,5,20
2/1/2016 3:54:00 PM,2016,2,1
2/2/2015 8:37:00 PM,2015,2,2
9/2/2017 8:16:00 AM,2017,9,2
9/2/2017 3:17:00 PM,2017,9,2
4/3/2016 8:49:00 AM,2016,4,3
11/3/2017 3:16:00 PM,2017,11,3
6/5/2015 7:50:00 AM,2015,6,5
11/5/2015 2:17:00 PM,2015,11,5
8/6/2016 8:17:00 AM,2016,8,6
6/7/2016 4:21:00 AM,2016,6,7
12/7/2015 1:16:00 AM,2015,12,7
11/8/2017 5:07:00 PM,2017,11,8
4/9/2015 8:11:00 PM,2015,4,9
5/9/2015 4:02:00 AM,2015,5,9
6/9/2015 8:58:00 PM,2015,6,9
6/9/2017 8:07:00 PM,2017,6,9
7/10/2017 1:36:00 PM,2017,7,10
9/10/2016 8:09:00 PM,2016,9,10
10/10/2015 11:26:00 PM,2015,10,10
11/10/2015 9:27:00 PM,2015,11,10
2/11/2017 12:35:00 PM,2017,2,11
12/11/2015 5:39:00 AM,2015,12,11
4/12/2016 1:16:00 AM,2016,4,12
